hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,total_revenue,arrival_month_num,arrival_date,season,traveler_type,is_weekend_booking,has_special_request
City Hotel,0,175,2016,June,19,1,1,4,1,0,0,BB,USA,Offline TA/TO,TA/TO,1,0,4,A,A,0,No Deposit,3,0,0,Transient,86.25,0,3,Check-Out,2019-07-15,1,5,431.25,6,2016-06-01,Summer,Leisure,1,1
Resort Hotel,0,121,2017,August,27,28,0,3,2,1,0,BB,PRT,Online TA,Corporate,0,0,0,B,A,0,No Deposit,0,0,0,Transient,135.24,0,1,Check-Out,2016-02-22,3,3,405.72,8,2017-08-28,Summer,Group/Family,0,1
Resort Hotel,1,98,2019,July,28,12,0,2,3,0,0,BB,POL,Online TA,TA/TO,0,0,0,E,D,1,No Deposit,8,0,3,Transient,130.61,0,2,Canceled,2017-11-12,3,2,261.22,7,2019-07-12,Summer,Group/Family,0,1
City Hotel,1,36,2017,March,10,18,3,4,2,2,2,HB,ITA,Online TA,Corporate,0,0,0,E,A,3,No Deposit,0,0,0,Transient-Party,55.75,0,2,Canceled,2019-04-29,6,7,390.25,3,2017-03-18,Spring,Group/Family,1,1
City Hotel,0,9,2018,June,13,18,2,6,1,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,B,2,No Deposit,1,1,0,Transient-Party,104.4,0,0,Check-Out,2017-10-06,2,8,835.2,6,2018-06-18,Summer,Corporate,1,0
City Hotel,0,9,2018,December,34,3,2,3,2,0,0,BB,GBR,Offline TA/TO,Corporate,1,0,4,D,D,2,No Deposit,6,0,0,Transient,105.16,0,2,Check-Out,2016-05-07,2,5,525.8,12,2018-12-03,Winter,Leisure,1,1
City Hotel,0,28,2018,February,22,18,2,3,2,0,0,BB,PRT,Direct,TA/TO,0,3,0,D,D,0,No Deposit,7,0,0,Transient,54.36,0,2,Check-Out,2016-04-20,2,5,271.8,2,2018-02-18,Winter,Leisure,1,1
City Hotel,1,120,2019,September,10,17,1,1,2,0,0,SC,ITA,Online TA,Direct,0,0,0,G,B,0,Non Refund,5,0,0,Transient,136.71,0,0,Canceled,2016-02-18,2,2,273.42,9,2019-09-17,Autumn,Leisure,1,0
Resort Hotel,0,11,2017,October,6,11,3,2,2,0,0,BB,ESP,Corporate,GDS,0,0,0,D,A,0,No Deposit,9,0,0,Transient-Party,72.37,1,2,Check-Out,2017-10-28,2,5,361.85,10,2017-10-11,Autumn,Leisure,1,1
Resort Hotel,0,153,2018,August,19,5,1,0,2,1,0,HB,ITA,Aviation,Corporate,0,0,0,D,F,0,No Deposit,0,0,0,Transient,178.93,2,0,Check-Out,2015-09-27,3,1,178.93,8,2018-08-05,Summer,Group/Family,1,0
Resort Hotel,1,0,2018,August,50,22,3,2,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,C,0,No Deposit,2,0,5,Transient,180.76,0,0,Canceled,2016-07-29,1,5,903.8,8,2018-08-22,Summer,Last-Minute,1,0
Resort Hotel,0,34,2016,September,24,7,2,6,2,0,0,BB,USA,Online TA,GDS,0,0,0,D,G,0,No Deposit,1,0,0,Transient,150.72,0,0,Check-Out,2019-02-07,2,8,1205.76,9,2016-09-07,Autumn,Leisure,1,0
City Hotel,0,2,2018,July,9,26,3,4,2,0,0,BB,POL,Online TA,Undefined,0,1,0,A,A,3,No Deposit,0,0,0,Transient,128.73,0,2,Check-Out,2018-05-22,2,7,901.11,7,2018-07-26,Summer,Last-Minute,1,1
Resort Hotel,0,146,2019,March,16,23,0,4,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,Non Refund,0,0,0,Transient,84.52,0,2,Check-Out,2016-10-28,1,4,338.08,3,2019-03-23,Spring,Leisure,0,1
City Hotel,1,14,2016,December,48,18,3,4,2,0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,98.54,0,1,Canceled,2018-09-03,2,7,689.78,12,2016-12-18,Winter,Leisure,1,1
City Hotel,1,180,2016,July,34,7,0,4,2,0,0,BB,IRL,Corporate,TA/TO,0,0,0,F,A,0,Non Refund,7,0,15,Contract,123.03,0,0,Canceled,2018-10-10,2,4,492.12,7,2016-07-07,Summer,Leisure,0,0
City Hotel,0,15,2017,August,17,18,2,0,1,0,0,SC,PRT,Online TA,TA/TO,1,0,3,A,A,0,Non Refund,0,0,0,Group,137.15,0,2,Check-Out,2019-06-28,1,2,274.3,8,2017-08-18,Summer,Leisure,1,1
City Hotel,0,13,2018,July,18,2,1,5,2,2,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,100.64,0,1,Check-Out,2019-02-16,4,6,603.84,7,2018-07-02,Summer,Group/Family,1,1
City Hotel,0,3,2018,February,6,28,0,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,3,0,0,Group,46.34,0,1,Check-Out,2018-12-14,2,4,185.36,2,2018-02-28,Winter,Last-Minute,0,1
City Hotel,1,373,2018,December,11,6,1,3,2,0,0,SC,GBR,Corporate,Direct,1,0,2,A,B,0,No Deposit,9,0,0,Transient,90.06,0,3,Canceled,2016-11-13,2,4,360.24,12,2018-12-06,Winter,Leisure,1,1
Resort Hotel,0,29,2018,October,11,22,1,2,2,1,0,BB,ESP,Online TA,Direct,0,0,0,D,C,2,No Deposit,8,0,0,Transient,89.55,0,1,Check-Out,2019-07-24,3,3,268.65,10,2018-10-22,Autumn,Group/Family,1,1
City Hotel,1,48,2019,March,17,8,0,2,3,0,0,BB,GBR,Online TA,Corporate,0,0,0,A,A,0,No Deposit,3,0,5,Transient-Party,89.71,1,0,Canceled,2016-09-29,3,2,179.42,3,2019-03-08,Spring,Group/Family,0,0
City Hotel,0,56,2018,December,33,21,0,1,2,0,1,BB,USA,Aviation,Corporate,1,0,2,C,A,1,No Deposit,0,0,0,Transient,99.07,0,5,Check-Out,2016-07-11,3,1,99.07,12,2018-12-21,Winter,Group/Family,0,1
Resort Hotel,1,89,2019,September,25,21,5,2,2,2,0,BB,Unknown,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,0,5,Transient,95.23,0,2,Canceled,2017-06-07,4,7,666.61,9,2019-09-21,Autumn,Group/Family,1,1
City Hotel,0,20,2019,July,25,26,0,5,1,0,0,FB,IRL,Online TA,Corporate,0,1,0,A,A,0,No Deposit,3,0,0,Contract,105.6,0,0,Check-Out,2016-08-01,1,5,528.0,7,2019-07-26,Summer,Leisure,0,0
City Hotel,0,44,2018,August,31,17,0,1,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,0,0,Transient,119.31,0,2,Check-Out,2016-11-15,2,1,119.31,8,2018-08-17,Summer,Leisure,0,1
City Hotel,0,58,2018,March,6,4,1,4,4,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,D,0,Non Refund,3,0,0,Transient-Party,105.36,2,1,Check-Out,2017-06-07,4,5,526.8,3,2018-03-04,Spring,Group/Family,1,1
City Hotel,1,116,2019,August,2,17,1,1,2,0,0,BB,GBR,Online TA,Corporate,0,1,0,A,A,1,Non Refund,0,0,0,Transient,132.23,0,0,Canceled,2017-05-31,2,2,264.46,8,2019-08-17,Summer,Leisure,1,0
City Hotel,1,51,2019,February,1,26,0,1,2,0,0,BB,FRA,Online TA,Corporate,0,0,0,E,A,0,No Deposit,3,0,0,Transient-Party,71.98,0,0,Canceled,2016-10-16,2,1,71.98,2,2019-02-26,Winter,Leisure,0,0
City Hotel,1,371,2016,August,24,16,3,1,2,2,1,BB,ESP,Offline TA/TO,Corporate,1,0,2,C,D,0,No Deposit,0,0,0,Transient,119.18,0,1,Canceled,2016-04-15,5,4,476.72,8,2016-08-16,Summer,Group/Family,1,1
City Hotel,0,50,2016,August,47,21,4,3,4,0,0,BB,USA,Groups,TA/TO,0,0,0,D,A,1,No Deposit,3,0,0,Transient,136.11,2,0,Check-Out,2018-12-17,4,7,952.77,8,2016-08-21,Summer,Group/Family,1,0
City Hotel,1,340,2019,November,4,15,2,5,2,0,0,BB,RUS,Direct,TA/TO,0,0,0,D,A,3,No Deposit,1,0,0,Transient,58.62,1,1,Canceled,2017-08-29,2,7,410.34,11,2019-11-15,Autumn,Leisure,1,1
City Hotel,1,157,2017,September,3,15,2,1,2,2,0,BB,BEL,Online TA,GDS,0,1,0,A,A,0,No Deposit,0,0,0,Transient,73.96,1,2,Canceled,2016-07-07,4,3,221.88,9,2017-09-15,Autumn,Group/Family,1,1
City Hotel,1,276,2019,May,13,8,5,1,2,0,0,HB,ITA,Online TA,TA/TO,1,0,4,C,A,0,No Deposit,0,0,15,Transient,78.02,0,0,Canceled,2017-04-04,2,6,468.12,5,2019-05-08,Spring,Leisure,1,0
City Hotel,1,145,2017,November,48,17,4,3,2,0,0,SC,POL,Direct,GDS,0,1,0,D,A,1,No Deposit,3,0,7,Transient-Party,74.64,0,1,Canceled,2016-10-05,2,7,522.48,11,2017-11-17,Autumn,Leisure,1,1
Resort Hotel,0,20,2017,August,49,19,1,2,1,0,0,BB,FRA,Corporate,TA/TO,0,0,0,A,B,1,No Deposit,1,0,0,Transient,233.56,0,0,Check-Out,2015-10-02,1,3,700.68,8,2017-08-19,Summer,Leisure,1,0
City Hotel,0,85,2016,August,40,1,3,3,2,0,0,BB,ITA,Online TA,TA/TO,1,0,3,E,A,0,No Deposit,9,0,15,Transient,109.17,0,0,Check-Out,2019-05-28,2,6,655.02,8,2016-08-01,Summer,Leisure,1,0
City Hotel,0,41,2017,April,32,13,1,1,2,0,0,BB,ESP,Online TA,Direct,0,0,0,A,G,1,No Deposit,1,0,0,Transient,77.94,0,3,Check-Out,2018-05-22,2,2,155.88,4,2017-04-13,Spring,Leisure,1,1
Resort Hotel,1,35,2017,November,40,6,0,2,2,2,0,BB,BEL,Direct,Corporate,0,0,0,C,A,0,No Deposit,3,0,10,Transient,86.26,0,0,Canceled,2015-09-02,4,2,172.52,11,2017-11-06,Autumn,Group/Family,0,0
City Hotel,0,30,2018,December,24,10,0,2,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient,96.56,0,0,Check-Out,2018-03-23,2,2,193.12,12,2018-12-10,Winter,Leisure,0,0
City Hotel,0,58,2018,October,22,1,2,2,3,0,0,BB,PRT,Online TA,TA/TO,1,3,1,D,F,0,Non Refund,6,0,0,Contract,77.57,0,0,Check-Out,2018-02-01,3,4,310.28,10,2018-10-01,Autumn,Group/Family,1,0
City Hotel,0,16,2019,December,12,26,2,2,4,1,0,SC,PRT,Direct,Direct,1,0,2,E,C,0,No Deposit,2,0,0,Transient-Party,68.67,0,1,Check-Out,2018-01-11,5,4,274.68,12,2019-12-26,Winter,Group/Family,1,1
Resort Hotel,0,4,2018,May,27,12,0,1,1,0,0,HB,DEU,Direct,TA/TO,0,0,0,B,A,3,No Deposit,4,0,0,Transient-Party,120.69,1,1,Check-Out,2018-12-12,1,1,120.69,5,2018-05-12,Spring,Last-Minute,0,1
Resort Hotel,0,42,2018,November,40,19,4,3,3,0,0,BB,Unknown,Aviation,TA/TO,1,0,1,D,A,0,No Deposit,3,0,0,Transient,96.96,0,0,Check-Out,2016-10-06,3,7,678.72,11,2018-11-19,Autumn,Group/Family,1,0
City Hotel,1,245,2018,July,5,15,2,3,2,0,0,BB,PRT,Groups,TA/TO,1,0,1,A,B,0,No Deposit,0,0,2,Transient,137.5,0,1,Canceled,2018-10-17,2,5,687.5,7,2018-07-15,Summer,Leisure,1,1
Resort Hotel,0,95,2018,April,34,21,1,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,0,0,0,Transient-Party,107.64,0,0,Check-Out,2015-08-29,3,3,322.92,4,2018-04-21,Spring,Group/Family,1,0
City Hotel,1,35,2018,August,11,5,2,3,2,0,1,SC,FRA,Online TA,Direct,0,0,0,D,D,2,No Deposit,2,0,15,Transient,103.3,0,1,Canceled,2015-10-24,3,5,516.5,8,2018-08-05,Summer,Group/Family,1,1
City Hotel,1,32,2016,September,12,2,0,6,2,1,0,BB,GBR,Online TA,Corporate,1,0,2,D,A,0,No Deposit,5,0,0,Transient,124.74,0,0,Canceled,2018-03-25,3,6,748.44,9,2016-09-02,Autumn,Group/Family,0,0
City Hotel,1,39,2016,May,48,19,4,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,2,0,0,Transient,93.03,0,0,Canceled,2016-09-08,2,7,651.21,5,2016-05-19,Spring,Leisure,1,0
City Hotel,1,83,2016,January,3,14,1,2,3,0,0,BB,Unknown,Online TA,Corporate,0,0,0,A,D,0,No Deposit,3,0,0,Transient,20.0,1,1,Canceled,2016-07-25,3,3,60.0,1,2016-01-14,Winter,Group/Family,1,1
Resort Hotel,0,53,2017,April,49,9,0,2,2,0,0,SC,NLD,Direct,TA/TO,0,1,0,A,D,4,No Deposit,6,0,0,Transient,105.93,0,0,Check-Out,2016-12-16,2,2,211.86,4,2017-04-09,Spring,Leisure,0,0
City Hotel,0,13,2018,June,37,1,1,4,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,A,0,Non Refund,0,0,0,Transient-Party,96.3,1,1,Check-Out,2017-02-16,3,5,481.5,6,2018-06-01,Summer,Group/Family,1,1
City Hotel,0,83,2017,April,25,13,1,2,4,1,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,1,Non Refund,2,0,0,Transient,100.4,0,3,Check-Out,2018-10-09,5,3,301.2,4,2017-04-13,Spring,Group/Family,1,1
Resort Hotel,0,105,2019,April,47,17,1,2,1,0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,1,0,0,Transient,86.64,0,0,Check-Out,2018-09-26,1,3,259.92,4,2019-04-17,Spring,Leisure,1,0
City Hotel,1,33,2019,June,40,28,3,3,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,B,A,0,No Deposit,7,0,2,Transient,116.55,1,0,Canceled,2018-10-13,1,6,699.3,6,2019-06-28,Summer,Leisure,1,0
City Hotel,1,417,2019,December,35,2,2,5,2,0,0,BB,BEL,Online TA,Corporate,1,0,1,A,A,1,No Deposit,0,0,0,Transient-Party,89.71,0,2,Canceled,2016-12-21,2,7,627.97,12,2019-12-02,Winter,Leisure,1,1
City Hotel,1,51,2019,September,42,24,4,4,4,0,0,BB,Unknown,Offline TA/TO,Corporate,1,0,1,A,D,1,No Deposit,6,0,0,Contract,88.63,1,1,Canceled,2018-01-21,4,8,709.04,9,2019-09-24,Autumn,Group/Family,1,1
Resort Hotel,0,18,2017,May,38,22,5,1,3,0,1,BB,CHN,Offline TA/TO,TA/TO,0,0,0,G,B,0,Refundable,0,0,0,Transient,134.14,0,2,Check-Out,2016-08-05,4,6,804.84,5,2017-05-22,Spring,Group/Family,1,1
Resort Hotel,0,147,2018,December,2,14,5,2,2,0,0,BB,IRL,Online TA,TA/TO,1,0,1,A,C,0,No Deposit,8,0,7,Transient,73.21,0,0,Check-Out,2018-03-15,2,7,512.47,12,2018-12-14,Winter,Leisure,1,0
City Hotel,0,0,2017,August,6,20,0,4,1,0,0,BB,Unknown,Direct,Direct,0,0,0,A,A,0,No Deposit,5,0,0,Contract,116.62,1,1,No-Show,2019-05-14,1,4,466.48,8,2017-08-20,Summer,Last-Minute,0,1
Resort Hotel,0,56,2019,July,10,23,4,2,2,0,0,BB,GBR,Direct,TA/TO,0,0,0,D,A,0,No Deposit,6,0,0,Transient,161.1,0,1,Check-Out,2019-06-30,2,6,966.6,7,2019-07-23,Summer,Leisure,1,1
City Hotel,1,2,2019,July,48,6,1,7,3,1,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,0,0,0,Transient,123.54,0,1,Canceled,2019-01-02,4,8,988.32,7,2019-07-06,Summer,Group/Family,1,1
Resort Hotel,0,160,2019,June,4,25,2,2,1,0,0,BB,GBR,Online TA,Direct,1,0,1,A,A,0,No Deposit,2,0,10,Transient,170.89,0,0,Check-Out,2018-12-14,1,4,683.56,6,2019-06-25,Summer,Leisure,1,0
City Hotel,1,323,2018,May,29,6,4,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,0,0,0,Transient,67.54,0,2,Canceled,2018-09-29,2,9,607.86,5,2018-05-06,Spring,Leisure,1,1
City Hotel,1,181,2018,June,17,18,0,2,2,1,0,BB,ESP,Direct,TA/TO,1,1,1,A,A,0,No Deposit,3,0,0,Transient,118.44,0,1,Canceled,2016-11-10,3,2,236.88,6,2018-06-18,Summer,Group/Family,0,1
Resort Hotel,1,68,2016,July,35,19,0,6,2,0,0,BB,POL,Groups,Direct,0,1,0,F,G,0,No Deposit,1,0,0,Transient,148.18,1,0,Canceled,2019-03-04,2,6,889.08,7,2016-07-19,Summer,Leisure,0,0
City Hotel,1,92,2016,July,27,9,3,2,2,0,0,HB,FRA,Online TA,GDS,0,0,0,A,D,1,No Deposit,9,0,0,Transient,145.36,0,0,Canceled,2017-01-20,2,5,726.8,7,2016-07-09,Summer,Leisure,1,0
City Hotel,0,55,2018,September,45,15,1,2,2,0,0,HB,GBR,Corporate,TA/TO,0,0,0,D,A,4,No Deposit,3,0,0,Transient,139.12,0,0,No-Show,2018-03-28,2,3,417.36,9,2018-09-15,Autumn,Leisure,1,0
City Hotel,1,28,2018,June,32,7,2,3,1,0,0,BB,NLD,Online TA,Corporate,0,0,0,G,A,0,No Deposit,2,0,5,Transient,119.95,0,1,Canceled,2015-12-02,1,5,599.75,6,2018-06-07,Summer,Leisure,1,1
Resort Hotel,0,8,2019,September,26,6,0,0,3,2,0,BB,GBR,Direct,TA/TO,1,0,1,D,D,0,No Deposit,6,0,0,Transient,138.59,0,2,Check-Out,2018-10-15,5,0,0.0,9,2019-09-06,Autumn,Group/Family,0,1
City Hotel,1,25,2016,August,36,5,5,1,2,0,0,BB,BRA,Offline TA/TO,TA/TO,1,0,1,B,A,2,No Deposit,6,0,0,Transient,135.01,0,0,Canceled,2016-12-21,2,6,810.06,8,2016-08-05,Summer,Leisure,1,0
City Hotel,0,51,2019,December,47,19,2,5,2,0,0,HB,Unknown,Corporate,TA/TO,0,0,0,A,E,0,No Deposit,1,0,0,Transient,80.48,0,2,Check-Out,2019-05-05,2,7,563.36,12,2019-12-19,Winter,Leisure,1,1
City Hotel,1,88,2018,June,40,20,4,2,2,2,0,BB,PRT,Online TA,Corporate,0,2,0,A,D,1,No Deposit,0,0,0,Transient,122.96,0,2,Canceled,2016-10-27,4,6,737.76,6,2018-06-20,Summer,Group/Family,1,1
City Hotel,0,27,2019,November,24,1,2,3,1,0,0,SC,FIN,Corporate,Direct,0,0,0,D,A,0,No Deposit,2,0,5,Transient,81.78,0,0,Check-Out,2018-07-01,1,5,408.9,11,2019-11-01,Autumn,Leisure,1,0
City Hotel,1,439,2019,October,23,21,5,2,3,1,0,BB,DNK,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,3,0,0,Transient-Party,96.71,0,5,Canceled,2018-06-24,4,7,676.97,10,2019-10-21,Autumn,Group/Family,1,1
Resort Hotel,1,92,2019,August,10,7,2,2,4,0,0,HB,GBR,Offline TA/TO,TA/TO,0,2,0,D,D,0,No Deposit,0,0,0,Transient,153.59,0,2,Canceled,2016-10-18,4,4,614.36,8,2019-08-07,Summer,Group/Family,1,1
Resort Hotel,1,63,2017,August,37,18,1,3,2,1,0,HB,ESP,Corporate,TA/TO,0,2,0,D,A,0,No Deposit,2,1,7,Transient,123.67,1,0,Canceled,2017-01-27,3,4,494.68,8,2017-08-18,Summer,Corporate,1,0
City Hotel,0,137,2019,March,35,27,2,2,2,1,2,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,1,0,2,Transient,62.41,1,0,Check-Out,2016-02-06,5,4,249.64,3,2019-03-27,Spring,Group/Family,1,0
City Hotel,0,168,2017,December,40,28,5,4,3,0,0,BB,ESP,Online TA,Direct,1,0,1,G,A,0,No Deposit,2,0,0,Transient-Party,68.7,1,3,Check-Out,2017-05-08,3,9,618.3,12,2017-12-28,Winter,Group/Family,1,1
City Hotel,1,431,2016,March,41,8,3,3,2,1,0,BB,DEU,Direct,TA/TO,0,0,0,C,F,1,No Deposit,2,0,0,Group,79.77,1,0,Canceled,2016-09-28,3,6,478.62,3,2016-03-08,Spring,Group/Family,1,0
City Hotel,0,90,2018,August,51,12,2,4,2,3,0,BB,ITA,Online TA,Corporate,0,1,0,D,F,0,Refundable,2,0,0,Transient-Party,157.07,1,1,No-Show,2017-05-21,5,6,942.42,8,2018-08-12,Summer,Group/Family,1,1
Resort Hotel,0,10,2019,June,3,10,3,1,4,2,0,BB,POL,Direct,Corporate,1,0,1,A,B,0,No Deposit,2,0,0,Transient-Party,119.0,0,1,Check-Out,2015-08-14,6,4,476.0,6,2019-06-10,Summer,Group/Family,1,1
City Hotel,0,333,2018,July,16,6,3,3,2,0,0,Undefined,BEL,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,3,0,0,Contract,102.63,0,0,Check-Out,2016-08-31,2,6,615.78,7,2018-07-06,Summer,Leisure,1,0
City Hotel,0,470,2019,August,13,26,4,2,2,0,0,BB,DEU,Online TA,TA/TO,0,1,0,B,A,0,No Deposit,0,0,0,Transient,99.12,1,3,Check-Out,2018-10-21,2,6,594.72,8,2019-08-26,Summer,Leisure,1,1
Resort Hotel,0,20,2018,November,23,16,1,2,2,1,0,BB,IRL,Complementary,TA/TO,1,0,1,A,A,0,No Deposit,2,0,2,Transient,70.45,0,2,Check-Out,2016-03-12,3,3,211.35,11,2018-11-16,Autumn,Group/Family,1,1
City Hotel,1,246,2017,July,35,19,0,1,2,2,0,BB,GBR,Offline TA/TO,Corporate,0,0,0,F,A,0,No Deposit,0,0,0,Transient,100.52,0,0,Canceled,2017-10-29,4,1,100.52,7,2017-07-19,Summer,Group/Family,0,0
City Hotel,0,9,2019,December,2,18,0,1,2,2,0,BB,ESP,Online TA,Direct,1,0,1,D,B,1,No Deposit,2,1,0,Transient,96.56,0,1,Check-Out,2018-12-14,4,1,96.56,12,2019-12-18,Winter,Corporate,0,1
City Hotel,0,231,2016,August,19,24,3,5,2,1,0,BB,NLD,Corporate,TA/TO,0,0,0,D,A,0,No Deposit,2,0,0,Transient,148.88,1,3,Check-Out,2019-06-02,3,8,1191.04,8,2016-08-24,Summer,Group/Family,1,1
Resort Hotel,0,95,2019,April,42,13,2,6,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,6,0,10,Transient,74.19,0,2,Check-Out,2015-07-18,1,8,593.52,4,2019-04-13,Spring,Leisure,1,1
Resort Hotel,0,21,2017,April,49,20,3,2,2,0,0,BB,USA,Online TA,TA/TO,1,0,2,A,A,0,Non Refund,4,0,3,Transient,99.9,2,0,Check-Out,2016-07-23,2,5,499.5,4,2017-04-20,Spring,Leisure,1,0
City Hotel,0,177,2018,September,41,7,2,4,2,2,0,SC,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,0,0,Transient,111.98,0,2,Check-Out,2015-08-18,4,6,671.88,9,2018-09-07,Autumn,Group/Family,1,1
Resort Hotel,0,25,2018,February,22,7,2,4,2,0,0,BB,IRL,Online TA,GDS,1,0,1,A,F,0,No Deposit,0,0,30,Transient,51.27,1,3,Check-Out,2016-10-18,2,6,307.62,2,2018-02-07,Winter,Leisure,1,1
City Hotel,0,40,2017,July,3,16,0,1,3,1,0,BB,PRT,Online TA,Corporate,0,0,0,E,A,1,No Deposit,2,0,0,Transient,127.64,0,2,No-Show,2017-12-06,4,1,127.64,7,2017-07-16,Summer,Group/Family,0,1
City Hotel,0,106,2017,March,46,26,3,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,4,0,2,Transient,76.55,0,3,Check-Out,2017-03-29,2,9,688.95,3,2017-03-26,Spring,Leisure,1,1
City Hotel,1,264,2017,July,24,25,0,4,2,1,0,SC,PRT,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,0,0,0,Transient-Party,136.55,0,0,Canceled,2018-09-03,3,4,546.2,7,2017-07-25,Summer,Group/Family,0,0
City Hotel,0,82,2017,September,48,10,5,4,2,0,0,BB,PRT,Online TA,TA/TO,1,0,1,D,D,1,Refundable,0,0,0,Transient,108.06,0,0,Check-Out,2019-04-29,2,9,972.54,9,2017-09-10,Autumn,Leisure,1,0
City Hotel,0,107,2017,July,22,15,1,5,2,0,0,BB,FIN,Groups,TA/TO,0,0,0,D,D,0,No Deposit,4,0,10,Transient,148.92,1,2,Check-Out,2019-03-13,2,6,893.52,7,2017-07-15,Summer,Leisure,1,1
City Hotel,1,90,2018,April,29,14,0,2,2,0,2,BB,BRA,Online TA,TA/TO,0,1,0,D,E,0,No Deposit,0,0,0,Contract,68.47,0,1,Canceled,2015-12-15,4,2,136.94,4,2018-04-14,Spring,Group/Family,0,1
City Hotel,0,39,2018,May,30,24,1,5,1,0,0,BB,NLD,Direct,TA/TO,0,0,0,E,A,0,No Deposit,0,0,0,Transient,62.16,0,5,Check-Out,2017-03-13,1,6,372.96,5,2018-05-24,Spring,Leisure,1,1
City Hotel,0,123,2018,June,13,12,1,7,2,0,0,BB,FRA,Online TA,Direct,0,0,0,F,A,0,No Deposit,3,0,0,Transient,109.2,0,1,Check-Out,2019-02-14,2,8,873.6,6,2018-06-12,Summer,Leisure,1,1
City Hotel,1,85,2019,February,52,15,5,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,5,0,0,Transient,89.06,1,0,Canceled,2018-05-11,2,6,534.36,2,2019-02-15,Winter,Leisure,1,0
Resort Hotel,1,46,2018,August,12,8,1,1,2,1,0,BB,PRT,Online TA,GDS,1,1,1,A,F,0,No Deposit,4,0,0,Transient,129.81,0,3,Canceled,2015-11-15,3,2,259.62,8,2018-08-08,Summer,Group/Family,1,1
City Hotel,1,270,2018,August,46,7,0,1,4,2,0,BB,PRT,Direct,TA/TO,1,0,1,A,F,0,No Deposit,0,0,0,Transient,129.89,0,1,Canceled,2016-09-25,6,1,129.89,8,2018-08-07,Summer,Group/Family,0,1
City Hotel,1,359,2018,February,50,26,5,2,1,0,0,BB,PRT,Online TA,Direct,1,0,3,A,B,0,No Deposit,5,0,2,Transient,76.77,0,1,Canceled,2016-01-11,1,7,537.39,2,2018-02-26,Winter,Leisure,1,1
City Hotel,0,6,2018,June,13,21,3,4,2,3,0,BB,FIN,Online TA,Direct,0,0,0,D,A,0,No Deposit,1,0,0,Transient,60.79,0,2,Check-Out,2019-03-03,5,7,425.53,6,2018-06-21,Summer,Group/Family,1,1
City Hotel,1,116,2018,June,13,9,5,4,2,0,0,BB,GBR,Online TA,Direct,0,0,0,D,A,0,No Deposit,0,0,30,Transient,148.98,1,1,Canceled,2017-05-25,2,9,1340.82,6,2018-06-09,Summer,Leisure,1,1
Resort Hotel,0,16,2016,June,44,14,1,1,3,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,D,0,No Deposit,8,0,0,Transient,127.1,0,1,Check-Out,2018-08-21,3,2,254.2,6,2016-06-14,Summer,Group/Family,1,1
City Hotel,0,89,2019,August,39,28,0,3,2,0,0,BB,NOR,Direct,GDS,0,0,0,D,B,0,No Deposit,4,0,0,Contract,126.7,0,4,Check-Out,2017-07-21,2,3,380.1,8,2019-08-28,Summer,Leisure,0,1
