hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,151,2017,July,36,25,4,1,3,0.0,0,HB,SWE,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,2.0,0.0,0,Transient,148.35,0,2,Canceled,2018-10-07
Resort Hotel,0,3,2017,February,39,4,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,1,0,2,E,A,0,No Deposit,6.0,,0,Transient,45.79,0,5,Check-Out,2017-03-23
Resort Hotel,0,56,2018,July,34,20,2,1,4,1.0,0,BB,NLD,Offline TA/TO,TA/TO,1,0,3,A,A,0,No Deposit,7.0,,0,Transient-Party,154.56,1,1,No-Show,2018-04-20
City Hotel,1,252,2019,February,20,20,1,3,2,0.0,0,BB,Unknown,Offline TA/TO,GDS,1,0,2,D,D,2,No Deposit,5.0,,0,Transient,88.72,0,5,Canceled,2019-03-02
City Hotel,1,20,2017,May,14,16,1,1,4,0.0,0,BB,IRL,Corporate,TA/TO,0,0,0,D,F,0,No Deposit,5.0,,0,Transient-Party,118.61,0,0,Canceled,2019-06-30
City Hotel,0,7,2018,August,24,2,2,4,2,0.0,0,HB,PRT,Offline TA/TO,Direct,1,0,1,A,A,0,Non Refund,3.0,,0,Transient,148.36,0,1,Check-Out,2017-11-02
Resort Hotel,0,133,2019,May,22,13,2,3,2,1.0,0,BB,Unknown,Direct,TA/TO,0,0,0,A,E,0,No Deposit,6.0,,0,Transient,85.13,1,2,Check-Out,2017-08-19
City Hotel,0,11,2019,September,28,8,2,2,2,0.0,0,BB,GBR,Complementary,TA/TO,1,0,2,A,D,0,No Deposit,0.0,,0,Transient-Party,85.64,0,2,Check-Out,2016-11-15
Resort Hotel,0,67,2018,October,41,13,1,1,2,1.0,0,BB,BRA,Online TA,Corporate,1,0,5,B,D,0,No Deposit,1.0,,0,Transient,54.38,0,1,Check-Out,2019-07-07
Resort Hotel,0,41,2018,July,32,20,3,3,3,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,A,0,No Deposit,,,0,Transient,180.98,1,0,Check-Out,2018-03-25
City Hotel,1,26,2017,November,49,21,2,2,2,1.0,0,HB,BRA,Offline TA/TO,Direct,1,0,1,A,A,1,No Deposit,10.0,,0,Transient,87.36,0,0,Canceled,2017-04-03
City Hotel,1,187,2018,February,37,8,2,3,2,1.0,0,BB,FIN,Offline TA/TO,TA/TO,0,1,0,E,C,0,No Deposit,3.0,,0,Transient-Party,77.82,1,0,Canceled,2017-12-23
City Hotel,0,104,2017,October,42,4,3,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,1.0,,0,Transient,37.37,0,1,Check-Out,2017-10-31
City Hotel,0,53,2017,October,17,5,1,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,Non Refund,0.0,,0,Contract,97.58,0,0,Check-Out,2017-07-07
City Hotel,0,40,2018,June,27,21,4,0,2,1.0,1,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,4.0,,15,Transient,109.01,0,0,Check-Out,2018-03-27
Resort Hotel,0,121,2017,May,5,6,2,2,3,0.0,0,HB,ESP,Corporate,TA/TO,0,0,0,A,F,0,No Deposit,1.0,,0,Transient-Party,111.09,1,0,Check-Out,2019-02-22
Resort Hotel,0,146,2018,May,18,23,3,1,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,5.0,,0,Transient-Party,93.87,0,0,Check-Out,2016-03-14
City Hotel,0,6,2018,October,42,19,3,1,2,0.0,0,HB,ESP,Online TA,GDS,0,0,0,G,G,0,No Deposit,,,0,Transient,88.27,2,3,Check-Out,2015-09-24
Resort Hotel,0,74,2018,October,24,10,1,1,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,G,A,0,No Deposit,0.0,,0,Contract,73.66,0,1,Check-Out,2015-12-05
City Hotel,0,83,2017,June,13,27,1,4,1,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,B,3,No Deposit,3.0,,0,Transient-Party,106.54,0,2,Check-Out,2018-09-05
City Hotel,1,38,2017,August,28,3,4,5,3,0.0,0,BB,BRA,Online TA,Direct,0,0,0,D,A,0,No Deposit,0.0,,0,Transient,109.51,2,1,Canceled,2016-08-24
City Hotel,0,41,2018,March,37,13,1,6,2,0.0,0,HB,BRA,Online TA,GDS,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,95.42,1,3,Check-Out,2016-12-22
City Hotel,1,72,2019,July,12,9,0,6,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,B,1,No Deposit,0.0,,7,Transient,136.93,0,0,Canceled,2015-08-01
Resort Hotel,0,52,2016,December,10,17,2,3,2,1.0,0,SC,BEL,Online TA,TA/TO,0,1,0,A,E,0,Non Refund,4.0,,0,Transient,108.7,0,3,Check-Out,2017-05-04
Resort Hotel,1,29,2017,April,2,10,3,5,2,1.0,0,BB,Unknown,Direct,TA/TO,0,0,0,D,F,3,No Deposit,,0.0,0,Transient-Party,57.32,1,0,Canceled,2015-11-29
City Hotel,1,219,2019,December,26,12,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,D,0,No Deposit,4.0,,0,Transient,81.78,1,2,Canceled,2017-01-16
City Hotel,0,66,2016,October,10,13,2,3,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,1,Transient-Party,99.47,1,0,Check-Out,2016-09-14
City Hotel,1,212,2019,December,14,24,1,4,1,0.0,0,BB,ESP,Online TA,Corporate,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,95.28,1,3,Canceled,2015-10-30
City Hotel,0,321,2018,April,27,10,0,6,4,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,G,A,0,Non Refund,7.0,,0,Transient,115.49,1,0,Check-Out,2018-07-16
Resort Hotel,0,0,2018,April,30,19,0,2,2,1.0,0,BB,ESP,Corporate,TA/TO,0,0,0,D,B,1,No Deposit,0.0,,0,Transient-Party,69.85,0,1,Check-Out,2016-03-15
Resort Hotel,0,24,2017,January,42,21,3,3,2,0.0,0,HB,DEU,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,62.0,1,1,Check-Out,2017-05-30
City Hotel,0,17,2017,September,42,19,4,2,2,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,A,A,0,No Deposit,0.0,0.0,5,Transient,118.67,1,2,Check-Out,2019-05-15
City Hotel,1,15,2017,August,27,26,0,3,1,0.0,2,BB,ITA,Online TA,Direct,1,0,1,B,D,0,No Deposit,,,0,Contract,138.37,0,0,Canceled,2017-09-10
City Hotel,0,72,2019,April,30,17,4,3,2,2.0,0,BB,FRA,Complementary,TA/TO,0,0,0,A,A,0,Non Refund,7.0,,0,Transient,97.12,0,2,Check-Out,2018-10-14
City Hotel,1,173,2018,October,43,26,3,4,2,0.0,0,HB,FIN,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0.0,,0,Transient-Party,47.98,0,1,Canceled,2015-09-18
City Hotel,0,390,2018,May,17,5,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,G,3,No Deposit,0.0,,0,Transient,83.44,0,0,Check-Out,2018-11-06
City Hotel,1,64,2018,March,37,8,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,1,0,3,D,A,1,No Deposit,5.0,0.0,1,Group,68.59,0,3,Canceled,2018-11-08
Resort Hotel,0,90,2017,July,34,5,1,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,C,A,0,No Deposit,4.0,,0,Transient,156.01,0,2,Check-Out,2016-11-01
Resort Hotel,0,251,2018,March,35,15,1,5,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,113.9,0,1,Check-Out,2017-05-05
City Hotel,0,59,2018,May,11,4,2,6,1,0.0,0,BB,NLD,Online TA,Direct,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,96.49,1,1,Check-Out,2018-10-05
City Hotel,1,153,2018,June,40,25,4,0,2,0.0,1,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient,145.0,0,1,Canceled,2018-07-21
City Hotel,1,107,2017,November,1,13,1,3,2,0.0,0,BB,BEL,Direct,TA/TO,0,0,0,A,A,0,No Deposit,,,2,Transient,68.72,1,0,Canceled,2017-11-16
City Hotel,0,171,2018,October,18,17,5,4,2,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,C,D,1,No Deposit,3.0,0.0,15,Transient,72.7,0,0,Check-Out,2019-05-27
Resort Hotel,1,38,2019,July,14,5,1,7,1,1.0,0,BB,Unknown,Online TA,TA/TO,0,1,0,A,D,0,No Deposit,5.0,,0,Transient,175.46,0,0,Canceled,2017-05-14
City Hotel,0,53,2018,September,37,1,3,3,2,0.0,2,BB,NOR,Groups,Undefined,1,0,1,E,A,0,No Deposit,0.0,,0,Contract,106.58,1,0,Check-Out,2016-05-09
City Hotel,0,133,2016,August,42,22,2,4,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,0,2,F,D,4,No Deposit,3.0,,5,Contract,120.14,0,3,Check-Out,2018-12-02
City Hotel,0,15,2018,June,36,15,3,6,2,1.0,0,HB,FIN,Complementary,TA/TO,0,0,0,D,D,0,No Deposit,1.0,,3,Transient,125.28,0,3,Check-Out,2015-11-05
Resort Hotel,0,132,2017,September,40,10,3,2,2,0.0,0,BB,Unknown,Groups,Direct,0,0,0,A,C,1,No Deposit,6.0,,0,Transient,109.96,0,0,Check-Out,2018-06-04
City Hotel,0,17,2018,September,25,25,0,5,1,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0.0,,0,Transient,121.05,0,2,Check-Out,2019-05-28
City Hotel,1,47,2019,August,9,11,3,2,1,0.0,0,Undefined,GBR,Offline TA/TO,Direct,0,0,0,A,D,0,No Deposit,,,7,Transient,162.45,3,3,Canceled,2018-11-17
City Hotel,1,32,2018,August,35,18,5,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,5.0,3.0,0,Transient,135.07,1,1,Canceled,2018-11-10
Resort Hotel,1,9,2018,September,24,13,2,6,2,0.0,0,BB,RUS,Online TA,TA/TO,1,0,5,A,A,3,No Deposit,2.0,,15,Contract,156.56,0,0,Canceled,2015-11-30
Resort Hotel,1,120,2018,June,50,20,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,3.0,,0,Contract,130.36,0,3,Canceled,2016-12-25
City Hotel,1,290,2017,November,8,24,0,2,1,0.0,0,BB,AUT,Direct,TA/TO,1,0,4,E,B,0,No Deposit,2.0,,0,Transient,39.34,0,1,Canceled,2018-11-15
Resort Hotel,1,53,2017,April,37,16,1,1,2,0.0,0,BB,ESP,Online TA,GDS,0,1,0,A,A,0,No Deposit,,,0,Transient,113.84,0,0,Canceled,2017-02-26
Resort Hotel,1,53,2019,November,9,19,2,1,3,0.0,0,BB,DEU,Online TA,Direct,0,1,0,D,A,0,No Deposit,8.0,,0,Transient,116.23,1,2,Canceled,2016-07-28
Resort Hotel,1,157,2018,June,47,23,0,4,2,0.0,0,BB,USA,Direct,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,132.64,0,1,Canceled,2018-01-08
City Hotel,0,54,2016,March,50,12,1,7,2,2.0,0,BB,PRT,Aviation,GDS,0,0,0,A,C,1,Non Refund,,0.0,0,Contract,68.51,0,1,Check-Out,2015-12-05
City Hotel,1,31,2017,August,37,23,1,4,4,0.0,0,HB,GBR,Online TA,Direct,1,0,2,D,A,0,No Deposit,0.0,,0,Transient,141.2,0,0,Canceled,2015-07-29
City Hotel,0,85,2018,June,10,14,3,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,10.0,,0,Transient-Party,94.75,0,1,Check-Out,2018-10-01
Resort Hotel,0,11,2018,October,14,2,2,0,3,0.0,0,BB,GBR,Online TA,TA/TO,1,0,3,F,A,3,No Deposit,1.0,,0,Transient-Party,130.66,0,0,Check-Out,2017-09-13
City Hotel,0,59,2019,July,15,28,2,4,2,0.0,0,BB,Unknown,Corporate,TA/TO,1,0,4,A,A,0,No Deposit,10.0,,0,Group,125.62,0,2,Check-Out,2016-12-03
Resort Hotel,0,102,2017,August,34,10,1,4,1,0.0,0,BB,BEL,Direct,GDS,1,2,1,F,B,0,No Deposit,,,0,Transient,164.04,0,1,Check-Out,2018-01-10
City Hotel,1,14,2019,May,15,4,1,2,2,2.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,F,2,No Deposit,,,2,Transient,87.53,0,0,Canceled,2017-09-06
Resort Hotel,1,74,2018,April,27,1,2,7,1,0.0,0,BB,FRA,Online TA,Direct,1,0,1,A,B,4,No Deposit,3.0,,0,Group,117.59,0,0,Canceled,2017-11-30
Resort Hotel,0,10,2018,June,40,24,3,0,2,0.0,0,BB,PRT,Offline TA/TO,Direct,0,1,0,D,D,0,No Deposit,2.0,,0,Contract,100.6,0,1,Check-Out,2016-01-30
City Hotel,1,197,2018,August,37,26,1,2,2,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,A,G,0,Non Refund,5.0,,5,Transient,183.19,1,0,Canceled,2018-07-21
Resort Hotel,0,61,2017,August,6,26,1,1,3,0.0,0,HB,DEU,Complementary,Direct,1,0,2,F,A,0,No Deposit,,,0,Transient,157.06,0,1,Check-Out,2019-01-08
City Hotel,0,39,2019,August,2,25,2,6,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,B,D,0,Non Refund,5.0,,0,Transient,140.24,0,3,Check-Out,2017-11-14
Resort Hotel,1,7,2017,December,19,17,3,3,1,2.0,0,BB,PRT,Corporate,TA/TO,1,0,5,D,C,1,No Deposit,0.0,,0,Transient-Party,71.12,1,3,Canceled,2018-08-29
City Hotel,1,229,2017,September,42,11,2,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,F,G,1,No Deposit,2.0,0.0,0,Transient-Party,144.05,0,0,Canceled,2015-12-13
City Hotel,1,136,2019,December,35,7,0,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,0.0,,5,Transient,89.88,0,0,Canceled,2015-12-26
Resort Hotel,1,82,2018,March,32,17,4,1,1,0.0,0,FB,ITA,Online TA,Corporate,1,1,3,F,A,1,No Deposit,,,0,Transient-Party,105.14,1,2,Canceled,2018-11-04
City Hotel,0,2,2019,February,41,28,2,1,2,0.0,0,BB,NOR,Corporate,TA/TO,0,0,0,E,G,0,No Deposit,,,0,Transient-Party,54.51,0,2,Check-Out,2018-04-30
Resort Hotel,0,85,2018,May,51,17,3,2,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,2,D,A,0,No Deposit,0.0,0.0,0,Transient,135.48,0,1,Check-Out,2015-09-19
City Hotel,0,62,2017,March,45,9,0,1,4,2.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,G,0,No Deposit,6.0,,30,Transient,63.48,0,1,Check-Out,2015-10-07
City Hotel,0,23,2019,July,37,10,3,7,3,0.0,1,BB,PRT,Online TA,TA/TO,1,0,5,D,C,0,Refundable,0.0,,0,Transient,138.94,0,1,Check-Out,2017-11-15
City Hotel,0,291,2016,July,47,26,0,3,2,0.0,0,BB,,Groups,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,112.96,0,0,Check-Out,2018-11-07
City Hotel,1,53,2019,August,19,6,5,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,2,0,G,E,0,No Deposit,,,0,Transient,111.72,0,2,Canceled,2017-03-25
City Hotel,0,74,2017,September,26,17,4,1,2,0.0,0,Undefined,PRT,Online TA,Direct,0,0,0,G,A,0,Non Refund,0.0,0.0,0,Transient,100.76,0,1,Check-Out,2018-02-23
City Hotel,1,143,2019,December,38,16,1,2,2,0.0,0,SC,DEU,Direct,TA/TO,0,0,0,F,A,0,No Deposit,2.0,3.0,0,Transient,57.58,0,0,Canceled,2019-03-29
City Hotel,1,205,2017,November,32,7,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,1,0,3,B,A,0,No Deposit,3.0,,0,Transient,69.33,0,2,Canceled,2018-12-13
City Hotel,0,12,2018,March,11,19,3,2,1,0.0,0,BB,RUS,Direct,Direct,0,0,0,E,A,1,No Deposit,3.0,,0,Transient,106.97,1,2,Check-Out,2017-03-12
Resort Hotel,0,147,2019,June,48,26,0,2,4,1.0,0,HB,PRT,Online TA,TA/TO,1,0,3,F,A,0,No Deposit,2.0,,0,Transient,162.5,1,0,Check-Out,2017-03-22
Resort Hotel,0,109,2018,May,4,4,4,3,1,1.0,0,HB,AUT,Online TA,TA/TO,0,0,0,F,C,1,No Deposit,,,0,Group,160.9,2,1,Check-Out,2018-05-13
City Hotel,0,36,2018,April,6,20,0,0,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,2.0,,0,Transient,75.58,1,0,Check-Out,2015-10-09
Resort Hotel,1,25,2019,August,5,24,2,4,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,G,D,0,No Deposit,4.0,,0,Transient,153.65,1,2,Canceled,2017-06-25
City Hotel,1,234,2018,August,14,17,1,3,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,G,1,No Deposit,8.0,0.0,10,Transient,140.68,1,0,Canceled,2016-07-29
Resort Hotel,1,48,2019,April,32,24,3,2,2,0.0,1,SC,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,4.0,,0,Transient,54.58,3,2,Canceled,2016-12-02
Resort Hotel,1,5,2018,September,20,9,1,2,3,1.0,0,BB,NOR,Online TA,Corporate,1,0,1,A,A,1,No Deposit,1.0,,0,Transient,113.71,0,1,Canceled,2016-08-31
Resort Hotel,1,215,2017,September,5,11,1,1,3,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,D,D,3,No Deposit,4.0,,0,Transient,113.08,1,5,Canceled,2016-08-03
City Hotel,0,175,2016,January,45,23,0,1,2,0.0,1,BB,IRL,Corporate,TA/TO,0,0,0,A,G,0,No Deposit,0.0,,0,Transient-Party,42.53,0,1,Check-Out,2018-11-04
Resort Hotel,0,76,2017,June,52,1,2,2,3,1.0,0,BB,FRA,Online TA,Corporate,0,0,0,E,A,0,No Deposit,0.0,,0,Transient-Party,113.11,0,0,Check-Out,2017-09-11
City Hotel,1,118,2017,November,49,7,2,1,1,0.0,0,BB,ESP,Direct,GDS,0,0,0,E,A,4,No Deposit,,,2,Transient-Party,41.73,1,1,Canceled,2017-04-21
Resort Hotel,0,85,2018,July,27,22,0,3,1,2.0,0,BB,POL,Direct,Direct,0,0,0,B,A,0,No Deposit,8.0,,0,Transient,140.37,1,1,Check-Out,2016-02-03
City Hotel,0,119,2017,June,12,5,3,3,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,2.0,,0,Transient,73.41,1,2,Check-Out,2018-06-03
City Hotel,1,13,2016,May,44,5,0,2,2,0.0,0,SC,PRT,Online TA,Direct,0,2,0,E,G,0,No Deposit,3.0,,3,Transient,78.17,0,1,Canceled,2015-09-19
Resort Hotel,0,44,2016,May,20,1,2,1,2,0.0,0,BB,CHE,Groups,TA/TO,1,0,3,A,E,0,No Deposit,3.0,,0,Transient,64.91,1,0,Check-Out,2019-03-25
Resort Hotel,1,7,2019,March,47,6,2,6,2,0.0,0,BB,FRA,Online TA,TA/TO,1,0,1,A,B,1,No Deposit,2.0,0.0,0,Transient,112.67,0,1,Canceled,2018-01-13
City Hotel,0,92,2018,October,15,13,1,4,3,0.0,0,SC,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,4.0,,0,Transient,125.12,0,5,Check-Out,2016-06-16
Resort Hotel,0,286,2017,March,1,15,1,6,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,1.0,,0,Contract,73.96,0,1,Check-Out,2015-08-26
City Hotel,1,84,2019,May,13,4,1,2,2,0.0,0,Undefined,CHN,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,3.0,,0,Transient,72.87,0,0,Canceled,2017-04-17
City Hotel,0,180,2016,February,14,17,1,0,1,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,B,A,0,No Deposit,5.0,,0,Transient,78.21,1,0,Check-Out,2016-10-03
City Hotel,1,68,2019,October,15,28,4,2,4,0.0,1,HB,ITA,Online TA,Direct,1,1,3,A,E,0,No Deposit,,,0,Transient,72.63,1,2,Canceled,2018-06-12
City Hotel,1,29,2018,January,24,24,2,2,2,2.0,1,BB,GBR,Corporate,TA/TO,0,2,0,A,D,0,No Deposit,0.0,,0,Transient,35.93,0,3,Canceled,2015-07-26
City Hotel,0,30,2017,May,44,24,5,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,55.39,0,1,Check-Out,2019-03-11
City Hotel,1,284,2018,August,16,28,0,4,2,0.0,1,BB,PRT,Online TA,Direct,0,0,0,A,D,2,No Deposit,0.0,3.0,0,Transient,110.1,0,2,Canceled,2018-10-19
City Hotel,0,182,2018,June,27,13,0,2,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,1,0,D,E,0,Refundable,0.0,,15,Transient,128.54,0,1,Check-Out,2018-12-16
City Hotel,1,4,2018,May,44,11,0,6,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,1.0,,0,Transient,114.55,0,1,Canceled,2016-09-28
City Hotel,0,343,2019,May,22,4,4,1,4,0.0,0,BB,FRA,Corporate,Direct,1,0,1,A,B,0,No Deposit,3.0,,0,Transient,79.93,0,2,Check-Out,2017-06-21
Resort Hotel,1,37,2017,October,28,7,3,5,3,0.0,0,SC,PRT,Groups,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient,108.3,0,1,Canceled,2015-09-17
Resort Hotel,0,65,2017,December,19,19,1,4,3,0.0,0,BB,BRA,Corporate,TA/TO,0,1,0,D,A,0,No Deposit,3.0,,15,Contract,121.72,0,0,Check-Out,2016-04-09
City Hotel,1,96,2016,June,16,24,1,3,2,0.0,0,BB,DEU,Corporate,TA/TO,0,1,0,A,A,2,No Deposit,5.0,,0,Transient,79.13,1,0,Canceled,2017-06-14
City Hotel,0,5,2017,January,13,7,1,4,2,0.0,0,BB,DEU,Online TA,Direct,0,0,0,A,A,0,No Deposit,10.0,0.0,0,Transient,64.78,1,0,Check-Out,2018-07-08
City Hotel,1,41,2017,January,3,14,4,4,2,0.0,0,HB,Unknown,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,4.0,,30,Transient,24.73,0,0,Canceled,2016-08-03
City Hotel,0,179,2019,September,16,21,1,1,3,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,B,F,1,Non Refund,1.0,,1,Transient-Party,105.81,0,0,Check-Out,2018-02-23
Resort Hotel,0,67,2016,August,20,16,3,3,2,0.0,0,BB,NOR,Direct,TA/TO,0,0,0,D,B,1,Non Refund,,,7,Transient,173.19,0,0,Check-Out,2017-04-13
City Hotel,1,78,2018,October,2,21,0,2,4,0.0,0,BB,Unknown,Online TA,Corporate,0,0,0,A,A,1,No Deposit,2.0,,1,Transient,113.01,1,2,Canceled,2018-12-26
City Hotel,1,143,2018,September,8,9,1,2,1,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,5.0,,0,Transient-Party,122.9,1,1,Canceled,2016-09-28
City Hotel,0,8,2019,November,13,22,2,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,F,A,0,No Deposit,3.0,,0,Transient,25.02,0,5,Check-Out,2017-01-07
City Hotel,1,214,2019,November,43,22,2,2,3,3.0,0,SC,DEU,Direct,TA/TO,1,0,1,A,A,0,No Deposit,5.0,,0,Transient,47.84,1,0,Canceled,2018-12-11
Resort Hotel,0,15,2018,October,51,2,2,3,1,0.0,0,BB,CHE,Offline TA/TO,GDS,0,0,0,F,B,4,No Deposit,5.0,0.0,0,Transient-Party,92.06,1,0,Check-Out,2018-02-19
Resort Hotel,0,42,2019,July,4,27,0,3,2,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,F,B,2,No Deposit,10.0,,2,Transient,144.04,0,1,Check-Out,2015-11-16
City Hotel,0,172,2018,May,30,16,3,2,4,3.0,0,BB,FIN,Online TA,Direct,0,3,0,A,A,0,Non Refund,9.0,,15,Transient,93.7,0,3,Check-Out,2019-04-23
City Hotel,1,291,2019,July,9,5,3,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,7,Transient,105.99,0,2,Canceled,2018-06-29
Resort Hotel,1,70,2018,July,34,12,2,3,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,1,0,1,A,D,0,No Deposit,,,0,Transient-Party,161.1,0,3,Canceled,2017-02-08
Resort Hotel,0,0,2016,August,20,20,0,4,4,1.0,0,BB,GBR,Online TA,Corporate,1,1,2,A,B,0,No Deposit,6.0,,0,Group,156.83,0,2,Check-Out,2018-12-15
City Hotel,0,500,2018,April,40,26,1,2,2,2.0,0,BB,AUT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Contract,57.39,0,0,Check-Out,2016-06-05
City Hotel,0,63,2018,August,27,15,4,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0.0,15,Transient,123.25,1,1,No-Show,2016-09-29
City Hotel,1,56,2017,July,32,3,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,A,3,No Deposit,5.0,,7,Transient,174.43,0,0,Canceled,2017-12-18
City Hotel,1,240,2017,August,51,9,1,5,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,5.0,,0,Transient,161.09,0,3,Canceled,2015-09-19
City Hotel,1,8,2018,May,42,27,4,6,1,2.0,0,BB,Unknown,Online TA,TA/TO,1,1,1,A,A,1,No Deposit,0.0,,0,Transient,108.61,0,0,Canceled,2018-10-01
City Hotel,0,97,2019,July,10,28,1,2,2,2.0,0,BB,CHE,Groups,TA/TO,0,0,0,A,G,1,No Deposit,3.0,,2,Transient,126.39,0,1,Check-Out,2016-12-27
City Hotel,1,404,2016,April,33,7,3,6,2,1.0,0,BB,ESP,Direct,TA/TO,1,0,2,A,C,0,No Deposit,6.0,,0,Transient,60.18,0,0,Canceled,2016-08-19
City Hotel,0,12,2018,November,16,4,1,5,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,A,0,No Deposit,3.0,,0,Group,68.49,0,2,Check-Out,2017-06-01
Resort Hotel,0,116,2018,July,47,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,B,0,No Deposit,7.0,,0,Transient-Party,122.94,1,0,Check-Out,2018-09-09
City Hotel,1,17,2019,April,21,9,1,3,2,2.0,0,BB,ESP,Direct,TA/TO,0,0,0,D,A,1,No Deposit,7.0,,10,Transient,77.68,1,1,Canceled,2015-12-19
City Hotel,0,264,2019,February,16,28,4,5,1,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient-Party,46.58,0,0,Check-Out,2016-02-23
